name,unreleased_playlists_count,followers,popularity,genres,id,spotify_url,images,unreleased_playlists_ids
Beret,1,3041088,69,"['spanish hip hop', 'spanish pop']",0ZHPrnImGh4re3TbSNkoZl,https://open.spotify.com/artist/0ZHPrnImGh4re3TbSNkoZl,"['https://i.scdn.co/image/ab6761610000e5eb358d0cb7bf7e241430d44308', 'https://i.scdn.co/image/ab67616100005174358d0cb7bf7e241430d44308', 'https://i.scdn.co/image/ab6761610000f178358d0cb7bf7e241430d44308']",['7e6Vd4dkGT0Xz6pVBSjTB6']
Skank,0,3030583,68,"['brazilian rock', 'latin alternative', 'manguebeat', 'mpb', 'pop rock brasileiro', 'rock mineiro', 'rock nacional brasileiro']",4C4kpaAdp6aKSkguw40SsU,https://open.spotify.com/artist/4C4kpaAdp6aKSkguw40SsU,"['https://i.scdn.co/image/ab6761610000e5eb2b61503716c9cbb86f6a0658', 'https://i.scdn.co/image/ab676161000051742b61503716c9cbb86f6a0658', 'https://i.scdn.co/image/ab6761610000f1782b61503716c9cbb86f6a0658']",[]
Whitesnake,0,3028583,64,"['album rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",3UbyYnvNIT5DFXU4WgiGpP,https://open.spotify.com/artist/3UbyYnvNIT5DFXU4WgiGpP,"['https://i.scdn.co/image/ab6761610000e5eb1cc545458190efc44f48035f', 'https://i.scdn.co/image/ab676161000051741cc545458190efc44f48035f', 'https://i.scdn.co/image/ab6761610000f1781cc545458190efc44f48035f']",[]
X Ambassadors,0,3028496,72,"['modern alternative rock', 'modern rock', 'stomp pop']",3NPpFNZtSTHheNBaWC82rB,https://open.spotify.com/artist/3NPpFNZtSTHheNBaWC82rB,"['https://i.scdn.co/image/ab6761610000e5eb85b6cbf01747c44e145c5a20', 'https://i.scdn.co/image/ab6761610000517485b6cbf01747c44e145c5a20', 'https://i.scdn.co/image/ab6761610000f17885b6cbf01747c44e145c5a20']",[]
Nelly,0,3026942,76,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']",2gBjLmx6zQnFGQJCAQpRgw,https://open.spotify.com/artist/2gBjLmx6zQnFGQJCAQpRgw,"['https://i.scdn.co/image/3677690af58abb70a5c5fd58d69db4d1ad705d4f', 'https://i.scdn.co/image/67f24249e5cffd1aa7446195d91110baa90be253', 'https://i.scdn.co/image/21daa12d457ad51f11604307d371d0ed7c312ec1', 'https://i.scdn.co/image/0e9958a7cd6d43078f2b7ed1b8f243c3bb2081b7']",[]
Neil Young,0,3026580,69,"['canadian singer-songwriter', 'classic canadian rock', 'classic rock', 'folk rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter']",6v8FB84lnmJs434UJf2Mrm,https://open.spotify.com/artist/6v8FB84lnmJs434UJf2Mrm,"['https://i.scdn.co/image/ab6761610000e5ebbae8276dffd864ebac759b76', 'https://i.scdn.co/image/ab67616100005174bae8276dffd864ebac759b76', 'https://i.scdn.co/image/ab6761610000f178bae8276dffd864ebac759b76']",[]
The Temptations,0,3006131,69,"['classic soul', 'disco', 'memphis soul', 'motown', 'soul']",3RwQ26hR2tJtA8F9p2n7jG,https://open.spotify.com/artist/3RwQ26hR2tJtA8F9p2n7jG,"['https://i.scdn.co/image/ab6761610000e5ebec212a39ffa4182a0fff4e3c', 'https://i.scdn.co/image/ab67616100005174ec212a39ffa4182a0fff4e3c', 'https://i.scdn.co/image/ab6761610000f178ec212a39ffa4182a0fff4e3c']",[]
Makaveli,1,2998742,57,"['gangster rap', 'hip hop', 'singeli']",4pmNqFu71wEmFXSsYAiWK8,https://open.spotify.com/artist/4pmNqFu71wEmFXSsYAiWK8,"['https://i.scdn.co/image/ab6761610000e5eb2275cee3b8cca367d8e2ea79', 'https://i.scdn.co/image/ab676161000051742275cee3b8cca367d8e2ea79', 'https://i.scdn.co/image/ab6761610000f1782275cee3b8cca367d8e2ea79']",['6WrTMn5smtwhjKal3KJHQ3']
Brantley Gilbert,0,2998561,67,"['contemporary country', 'country', 'country road', 'modern country rock']",5q8HGNo0BjLWaTAhRtbwxa,https://open.spotify.com/artist/5q8HGNo0BjLWaTAhRtbwxa,"['https://i.scdn.co/image/ab6761610000e5eb28402571625bf9e42a443e20', 'https://i.scdn.co/image/ab6761610000517428402571625bf9e42a443e20', 'https://i.scdn.co/image/ab6761610000f17828402571625bf9e42a443e20']",[]
Young Dolph,0,2996011,73,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",3HiuzBlSW7pGDXlSFMhO2g,https://open.spotify.com/artist/3HiuzBlSW7pGDXlSFMhO2g,"['https://i.scdn.co/image/ab6761610000e5eb392af601eddfa5a0c705141d', 'https://i.scdn.co/image/ab67616100005174392af601eddfa5a0c705141d', 'https://i.scdn.co/image/ab6761610000f178392af601eddfa5a0c705141d']",[]
YBN Nahmir,0,2989069,61,"['alabama rap', 'rap', 'trap']",3gGUMEwIX6XodWsYEvKSal,https://open.spotify.com/artist/3gGUMEwIX6XodWsYEvKSal,"['https://i.scdn.co/image/ab6761610000e5ebf952fa6d1dbb23a33dae2aca', 'https://i.scdn.co/image/ab67616100005174f952fa6d1dbb23a33dae2aca', 'https://i.scdn.co/image/ab6761610000f178f952fa6d1dbb23a33dae2aca']",[]
Jacquees,0,2988550,68,"['atl hip hop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'trap']",4tMm1dU6Gn04VAZ9ClHcIZ,https://open.spotify.com/artist/4tMm1dU6Gn04VAZ9ClHcIZ,"['https://i.scdn.co/image/ab6761610000e5eba7d5a211173d39face46b4bd', 'https://i.scdn.co/image/ab67616100005174a7d5a211173d39face46b4bd', 'https://i.scdn.co/image/ab6761610000f178a7d5a211173d39face46b4bd']",[]
Cuco,3,2987868,69,"['bedroom pop', 'dream pop']",2Tglaf8nvDzwSQnpSrjLHP,https://open.spotify.com/artist/2Tglaf8nvDzwSQnpSrjLHP,"['https://i.scdn.co/image/ab6761610000e5eb23b561fde78304112ee9f847', 'https://i.scdn.co/image/ab6761610000517423b561fde78304112ee9f847', 'https://i.scdn.co/image/ab6761610000f17823b561fde78304112ee9f847']","['11ukYFqQHnqR8EE7h9CILl', '1K27m5keM5I4mCdTTp3DeT', '7awa5Cbj7fY2YOGE1Htiqf']"
Louis Armstrong,0,2982813,71,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'lounge', 'new orleans jazz', 'soul', 'swing', 'vocal jazz']",19eLuQmk9aCobbVDHc6eek,https://open.spotify.com/artist/19eLuQmk9aCobbVDHc6eek,"['https://i.scdn.co/image/ab6772690000c46c4a0e9d5e55f9f3721c3243c5', 'https://i.scdn.co/image/ab6772690000dd224a0e9d5e55f9f3721c3243c5', 'https://i.scdn.co/image/ab6772690000bac34a0e9d5e55f9f3721c3243c5', 'https://i.scdn.co/image/ab67726900008f744a0e9d5e55f9f3721c3243c5']",[]
Stormzy,0,2982443,74,"['grime', 'uk hip hop']",2SrSdSvpminqmStGELCSNd,https://open.spotify.com/artist/2SrSdSvpminqmStGELCSNd,"['https://i.scdn.co/image/ab6761610000e5eb674d29e07df021a35df3ddf1', 'https://i.scdn.co/image/ab67616100005174674d29e07df021a35df3ddf1', 'https://i.scdn.co/image/ab6761610000f178674d29e07df021a35df3ddf1']",[]
Kid Ink,0,2975284,67,"['pop rap', 'rap', 'southern hip hop', 'trap']",6KZDXtSj0SzGOV705nNeh3,https://open.spotify.com/artist/6KZDXtSj0SzGOV705nNeh3,"['https://i.scdn.co/image/ab6761610000e5eb15a85a7957cac2c370e713ab', 'https://i.scdn.co/image/ab6761610000517415a85a7957cac2c370e713ab', 'https://i.scdn.co/image/ab6761610000f17815a85a7957cac2c370e713ab']",[]
Emmanuel,0,2974391,70,"['latin pop', 'mexican pop', 'ranchera']",2DmYtFBKcxb3ajwWWgA576,https://open.spotify.com/artist/2DmYtFBKcxb3ajwWWgA576,"['https://i.scdn.co/image/ab6761610000e5eb78cf09ade66ffd4628abd487', 'https://i.scdn.co/image/ab6761610000517478cf09ade66ffd4628abd487', 'https://i.scdn.co/image/ab6761610000f17878cf09ade66ffd4628abd487']",[]
Sublime,0,2974062,74,"['rap rock', 'reggae fusion', 'ska mexicano', 'ska punk']",0EdvGhlC1FkGItLOWQzG4J,https://open.spotify.com/artist/0EdvGhlC1FkGItLOWQzG4J,"['https://i.scdn.co/image/ab6761610000e5ebe726280500259dbdb97a8be4', 'https://i.scdn.co/image/ab67616100005174e726280500259dbdb97a8be4', 'https://i.scdn.co/image/ab6761610000f178e726280500259dbdb97a8be4']",[]
Maes,0,2971387,74,"['french hip hop', 'pop urbaine', 'rap francais']",6L34dW6SKMSDaGIfYDU19j,https://open.spotify.com/artist/6L34dW6SKMSDaGIfYDU19j,"['https://i.scdn.co/image/ab6761610000e5eb94d3aff5f84dfc8bf111f157', 'https://i.scdn.co/image/ab6761610000517494d3aff5f84dfc8bf111f157', 'https://i.scdn.co/image/ab6761610000f17894d3aff5f84dfc8bf111f157']",[]
Nando Reis,0,2971046,65,"['brazilian rock', 'mpb', 'pop rock brasileiro']",7n1XMwvxPf10t4OX6h6Ufy,https://open.spotify.com/artist/7n1XMwvxPf10t4OX6h6Ufy,"['https://i.scdn.co/image/ab6761610000e5eb55c54a94a2b5506afd898526', 'https://i.scdn.co/image/ab6761610000517455c54a94a2b5506afd898526', 'https://i.scdn.co/image/ab6761610000f17855c54a94a2b5506afd898526']",[]
Erykah Badu,0,2970972,69,"['afrofuturism', 'alternative r&b', 'neo soul', 'r&b']",7IfculRW2WXyzNQ8djX8WX,https://open.spotify.com/artist/7IfculRW2WXyzNQ8djX8WX,"['https://i.scdn.co/image/ab6761610000e5ebfb1bc9e7ca44d473641b7842', 'https://i.scdn.co/image/ab67616100005174fb1bc9e7ca44d473641b7842', 'https://i.scdn.co/image/ab6761610000f178fb1bc9e7ca44d473641b7842']",[]
Nancy Ajram,0,2968379,63,"['afghan pop', 'arab pop', 'belly dance', 'lebanese pop']",0LnHdW6HMPoOlNdhG3DHjE,https://open.spotify.com/artist/0LnHdW6HMPoOlNdhG3DHjE,"['https://i.scdn.co/image/ab6761610000e5eb329752085651d60c507a862a', 'https://i.scdn.co/image/ab67616100005174329752085651d60c507a862a', 'https://i.scdn.co/image/ab6761610000f178329752085651d60c507a862a']",[]
Pusha T,0,2963443,72,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'virginia hip hop']",0ONHkAv9pCAFxb0zJwDNTy,https://open.spotify.com/artist/0ONHkAv9pCAFxb0zJwDNTy,"['https://i.scdn.co/image/ab6761610000e5ebc5b88a3924d8318f25f20594', 'https://i.scdn.co/image/ab67616100005174c5b88a3924d8318f25f20594', 'https://i.scdn.co/image/ab6761610000f178c5b88a3924d8318f25f20594']",[]
d4vd,6,2958359,79,"['bedroom pop', 'bedroom r&b']",5y8tKLUfMvliMe8IKamR32,https://open.spotify.com/artist/5y8tKLUfMvliMe8IKamR32,"['https://i.scdn.co/image/ab6761610000e5ebad447187a35f422307e88ad3', 'https://i.scdn.co/image/ab67616100005174ad447187a35f422307e88ad3', 'https://i.scdn.co/image/ab6761610000f178ad447187a35f422307e88ad3']","['3Qwmky5UB9GV7fWM3vVm8c', '4uzFkYHe9SxExyH2j5tGrh', '65U4P7UNqCPPbVAoKvF2kI', '3dZukYgVZxrfRtJv4wv6DD', '1l6h1nXSkCEK7HJ4SaIIQz', '06jo37eVXlJNuFxqgVr4eq']"
Timbaland,0,2956383,79,"['dance pop', 'pop', 'pop rap']",5Y5TRrQiqgUO4S36tzjIRZ,https://open.spotify.com/artist/5Y5TRrQiqgUO4S36tzjIRZ,"['https://i.scdn.co/image/ab6761610000e5ebb713079a55dcf937d241dd2b', 'https://i.scdn.co/image/ab67616100005174b713079a55dcf937d241dd2b', 'https://i.scdn.co/image/ab6761610000f178b713079a55dcf937d241dd2b']",[]
Tones And I,0,2953261,71,['australian pop'],2NjfBq1NflQcKSeiDooVjY,https://open.spotify.com/artist/2NjfBq1NflQcKSeiDooVjY,"['https://i.scdn.co/image/ab6761610000e5eb8bbb776368161a8258cbca3a', 'https://i.scdn.co/image/ab676161000051748bbb776368161a8258cbca3a', 'https://i.scdn.co/image/ab6761610000f1788bbb776368161a8258cbca3a']",[]
Nina Simone,0,2951770,70,"['jazz blues', 'neo soul', 'soul', 'soul jazz', 'torch song', 'vocal jazz']",7G1GBhoKtEPnP86X2PvEYO,https://open.spotify.com/artist/7G1GBhoKtEPnP86X2PvEYO,"['https://i.scdn.co/image/ab6761610000e5eb136c51c848c26a6cce7f9e56', 'https://i.scdn.co/image/ab67616100005174136c51c848c26a6cce7f9e56', 'https://i.scdn.co/image/ab6761610000f178136c51c848c26a6cce7f9e56']",[]
Omarion,0,2944460,61,"['dance pop', 'hip pop', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",0f5nVCcR06GX8Qikz0COtT,https://open.spotify.com/artist/0f5nVCcR06GX8Qikz0COtT,"['https://i.scdn.co/image/ab6761610000e5eb7845aab7911f7e88f313ff3f', 'https://i.scdn.co/image/ab676161000051747845aab7911f7e88f313ff3f', 'https://i.scdn.co/image/ab6761610000f1787845aab7911f7e88f313ff3f']",[]
Robbie Williams,0,2941577,71,"['dance rock', 'europop']",2HcwFjNelS49kFbfvMxQYw,https://open.spotify.com/artist/2HcwFjNelS49kFbfvMxQYw,"['https://i.scdn.co/image/ab6761610000e5eb15709ba37709bc245a116a1c', 'https://i.scdn.co/image/ab6761610000517415709ba37709bc245a116a1c', 'https://i.scdn.co/image/ab6761610000f17815709ba37709bc245a116a1c']",[]
Stone Sour,0,2927655,64,"['alternative metal', 'nu metal', 'post-grunge']",49qiE8dj4JuNdpYGRPdKbF,https://open.spotify.com/artist/49qiE8dj4JuNdpYGRPdKbF,"['https://i.scdn.co/image/ab6761610000e5ebf4c48660e778eeea3d9f1c5b', 'https://i.scdn.co/image/ab67616100005174f4c48660e778eeea3d9f1c5b', 'https://i.scdn.co/image/ab6761610000f178f4c48660e778eeea3d9f1c5b']",[]
Tayc,0,2915144,74,"['pop urbaine', 'r&b francais']",7gU9VyFRN3JWPJ5oHOil60,https://open.spotify.com/artist/7gU9VyFRN3JWPJ5oHOil60,"['https://i.scdn.co/image/ab6761610000e5eb986f5e1c6f66dc40537407c3', 'https://i.scdn.co/image/ab67616100005174986f5e1c6f66dc40537407c3', 'https://i.scdn.co/image/ab6761610000f178986f5e1c6f66dc40537407c3']",[]
The Goo Goo Dolls,0,2913235,76,"['neo mellow', 'permanent wave', 'pop rock', 'post-grunge']",2sil8z5kiy4r76CRTXxBCA,https://open.spotify.com/artist/2sil8z5kiy4r76CRTXxBCA,"['https://i.scdn.co/image/ab6761610000e5ebd06647dddf0f321a49934437', 'https://i.scdn.co/image/ab67616100005174d06647dddf0f321a49934437', 'https://i.scdn.co/image/ab6761610000f178d06647dddf0f321a49934437']",[]
Alanis Morissette,0,2910204,69,"['canadian pop', 'canadian singer-songwriter', 'lilith', 'neo mellow', 'pop rock', 'singer-songwriter']",6ogn9necmbUdCppmNnGOdi,https://open.spotify.com/artist/6ogn9necmbUdCppmNnGOdi,"['https://i.scdn.co/image/ab6761610000e5ebf6a97342ccd47692b7cdf8c0', 'https://i.scdn.co/image/ab67616100005174f6a97342ccd47692b7cdf8c0', 'https://i.scdn.co/image/ab6761610000f178f6a97342ccd47692b7cdf8c0']",[]
Calle 13,0,2908820,69,"['latin afrobeat', 'latin alternative', 'latin hip hop', 'latin rock', 'puerto rican rock', 'rap conciencia', 'reggaeton', 'rock en espanol']",0yNSzH5nZmHzeE2xn6Xshb,https://open.spotify.com/artist/0yNSzH5nZmHzeE2xn6Xshb,"['https://i.scdn.co/image/edabfb79fbf3d71ad9d0961a7b199a1470fe5372', 'https://i.scdn.co/image/a3c9dd492b973e5d5ebfd957b30325972c16d2d4', 'https://i.scdn.co/image/896866e81c4a3d873ce3a28b2396f75212d192a0', 'https://i.scdn.co/image/28b48ccc46a8cb61fbf3e67867fc7794acc6dc85']",[]
Lost Frequencies,0,2903884,81,"['belgian edm', 'edm', 'pop dance', 'tropical house']",7f5Zgnp2spUuuzKplmRkt7,https://open.spotify.com/artist/7f5Zgnp2spUuuzKplmRkt7,"['https://i.scdn.co/image/ab6761610000e5eb6a77aaa2cde6783b1ca727e9', 'https://i.scdn.co/image/ab676161000051746a77aaa2cde6783b1ca727e9', 'https://i.scdn.co/image/ab6761610000f1786a77aaa2cde6783b1ca727e9']",[]
Beastie Boys,0,2899883,70,"['alternative rock', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'rap', 'rap rock', 'rock']",03r4iKL2g2442PT9n2UKsx,https://open.spotify.com/artist/03r4iKL2g2442PT9n2UKsx,"['https://i.scdn.co/image/705bcd56dc5dbf9ebc578a3ba8094e6d622862c2', 'https://i.scdn.co/image/060ef251f0e12353057c36fe94724b688b963dac', 'https://i.scdn.co/image/eb9a69f247e84b9e9ce8b03f1ab5cca399b49cbc', 'https://i.scdn.co/image/b6fafee2c4c169dadf039c2066ab77beb4c82b3e']",[]
Neil Diamond,0,2896645,68,"['adult standards', 'brill building pop', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",7mEIug7XUlQHikrFxjTWes,https://open.spotify.com/artist/7mEIug7XUlQHikrFxjTWes,"['https://i.scdn.co/image/f4d0fb18cb338eddee6b482779d946183a743b12', 'https://i.scdn.co/image/d2168417cfe6c5fd132df666bf46802f94eedf55', 'https://i.scdn.co/image/a4adcb389a6359610d984cb1c4b62db8d5064999']",[]
No Doubt,0,2895680,70,"['dance pop', 'dance rock', 'permanent wave', 'pop rock', 'rock']",0cQbJU1aAzvbEmTuljWLlF,https://open.spotify.com/artist/0cQbJU1aAzvbEmTuljWLlF,"['https://i.scdn.co/image/f7e39e0ca7a4ba897150247190fb27b6ae6e0318', 'https://i.scdn.co/image/062f558dbf9cd7d8f820a094b84d7c6513c1ef8f', 'https://i.scdn.co/image/6d74978edc9ec01cec160888e62d986b80aaea51', 'https://i.scdn.co/image/3877d00cef020004a2b8fcb9d69d85981f0b1f38']",[]
BINI,0,2891269,76,"['opm', 'p-pop', 'pinoy idol pop']",7tNO3vJC9zlHy2IJOx34ga,https://open.spotify.com/artist/7tNO3vJC9zlHy2IJOx34ga,"['https://i.scdn.co/image/ab6761610000e5eb61a964dfb014475dbe412193', 'https://i.scdn.co/image/ab6761610000517461a964dfb014475dbe412193', 'https://i.scdn.co/image/ab6761610000f17861a964dfb014475dbe412193']",[]
Rich Homie Quan,0,2890997,71,"['atl hip hop', 'rap', 'southern hip hop', 'trap']",5lHRUCqkQZCIWeX7xG4sYT,https://open.spotify.com/artist/5lHRUCqkQZCIWeX7xG4sYT,"['https://i.scdn.co/image/ab6761610000e5ebf4b802f5eb81d33fd2db292f', 'https://i.scdn.co/image/ab67616100005174f4b802f5eb81d33fd2db292f', 'https://i.scdn.co/image/ab6761610000f178f4b802f5eb81d33fd2db292f']",[]
ElGrandeToto,0,2882625,69,"['arabic hip hop', 'rap maroc']",4BFLElxtBEdsdwGA1kHTsx,https://open.spotify.com/artist/4BFLElxtBEdsdwGA1kHTsx,"['https://i.scdn.co/image/ab6761610000e5eb1001aed16f5636a3f69db61f', 'https://i.scdn.co/image/ab676161000051741001aed16f5636a3f69db61f', 'https://i.scdn.co/image/ab6761610000f1781001aed16f5636a3f69db61f']",[]
MiyaGi & Endspiel,0,2880289,65,"['estonian hip hop', 'russian hip hop', 'russian trap', 'uzbek pop']",6L5bLEtpxwd0KOdOr3gtW4,https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4,"['https://i.scdn.co/image/ab6761610000e5ebd902017d5d15269a72bf9ca7', 'https://i.scdn.co/image/ab67616100005174d902017d5d15269a72bf9ca7', 'https://i.scdn.co/image/ab6761610000f178d902017d5d15269a72bf9ca7']",[]
Reynmen,0,2875519,67,"['turkish hip hop', 'turkish pop']",1Fg19vpUJpAAPFjnKaVYVW,https://open.spotify.com/artist/1Fg19vpUJpAAPFjnKaVYVW,"['https://i.scdn.co/image/ab6761610000e5eb27b7a649f65ac2b7bad899d0', 'https://i.scdn.co/image/ab6761610000517427b7a649f65ac2b7bad899d0', 'https://i.scdn.co/image/ab6761610000f17827b7a649f65ac2b7bad899d0']",[]
Capital Inicial,0,2859538,64,"['brazilian rock', 'pop rock brasileiro', 'rock brasiliense', 'rock nacional brasileiro']",4Z0yuwHVJBROVZqFpTIr0d,https://open.spotify.com/artist/4Z0yuwHVJBROVZqFpTIr0d,"['https://i.scdn.co/image/ab6761610000e5ebbc611be88d151416dba687c8', 'https://i.scdn.co/image/ab67616100005174bc611be88d151416dba687c8', 'https://i.scdn.co/image/ab6761610000f178bc611be88d151416dba687c8']",[]
Andrea Bocelli,0,2857742,72,"['classical tenor', 'italian tenor', 'operatic pop']",3EA9hVIzKfFiQI0Kikz2wo,https://open.spotify.com/artist/3EA9hVIzKfFiQI0Kikz2wo,"['https://i.scdn.co/image/ab6761610000e5ebfb101ed2a035fcfa2bd6fee1', 'https://i.scdn.co/image/ab67616100005174fb101ed2a035fcfa2bd6fee1', 'https://i.scdn.co/image/ab6761610000f178fb101ed2a035fcfa2bd6fee1']",[]
G-DRAGON,0,2857592,61,"['k-pop', 'k-rap']",30b9WulBM8sFuBo17nNq9c,https://open.spotify.com/artist/30b9WulBM8sFuBo17nNq9c,"['https://i.scdn.co/image/ab6761610000e5eb5923c0ca32a3cf3a81b34728', 'https://i.scdn.co/image/ab676161000051745923c0ca32a3cf3a81b34728', 'https://i.scdn.co/image/ab6761610000f1785923c0ca32a3cf3a81b34728']",[]
Skid Row,0,2850100,66,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",4opTS86dN9uO313J9CE8xg,https://open.spotify.com/artist/4opTS86dN9uO313J9CE8xg,"['https://i.scdn.co/image/ab6761610000e5eb59fe65d4b1e00e486f285167', 'https://i.scdn.co/image/ab6761610000517459fe65d4b1e00e486f285167', 'https://i.scdn.co/image/ab6761610000f17859fe65d4b1e00e486f285167']",[]
Miguel Bosé,0,2844161,71,"['latin pop', 'mexican pop']",7mWCSSOYqm4E9mB7V4ot6S,https://open.spotify.com/artist/7mWCSSOYqm4E9mB7V4ot6S,"['https://i.scdn.co/image/ab6761610000e5eb7d888623c984600e6af1fdc5', 'https://i.scdn.co/image/ab676161000051747d888623c984600e6af1fdc5', 'https://i.scdn.co/image/ab6761610000f1787d888623c984600e6af1fdc5']",[]
Tom Petty and the Heartbreakers,0,2842729,70,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",4tX2TplrkIP4v05BNC903e,https://open.spotify.com/artist/4tX2TplrkIP4v05BNC903e,"['https://i.scdn.co/image/ab6761610000e5eb560685c65ae33b3ffbda7f19', 'https://i.scdn.co/image/ab67616100005174560685c65ae33b3ffbda7f19', 'https://i.scdn.co/image/ab6761610000f178560685c65ae33b3ffbda7f19']",[]
Lauren Daigle,0,2841442,70,"['ccm', 'christian alternative rock', 'christian music']",40LHVA5BTQp9RxHOQ9JPYj,https://open.spotify.com/artist/40LHVA5BTQp9RxHOQ9JPYj,"['https://i.scdn.co/image/ab6761610000e5ebda1f3f893988db4455af8c1c', 'https://i.scdn.co/image/ab67616100005174da1f3f893988db4455af8c1c', 'https://i.scdn.co/image/ab6761610000f178da1f3f893988db4455af8c1c']",[]
Djadja & Dinaz,0,2839266,69,"['french hip hop', 'pop urbaine', 'rap conscient']",5hREZP0zTQbTLkZ2M8RS4v,https://open.spotify.com/artist/5hREZP0zTQbTLkZ2M8RS4v,"['https://i.scdn.co/image/ab6761610000e5ebc925eaa2db464ee9d53e61dc', 'https://i.scdn.co/image/ab67616100005174c925eaa2db464ee9d53e61dc', 'https://i.scdn.co/image/ab6761610000f178c925eaa2db464ee9d53e61dc']",[]
Cyndi Lauper,0,2836060,73,"['dance pop', 'new wave pop', 'permanent wave', 'soft rock']",2BTZIqw0ntH9MvilQ3ewNY,https://open.spotify.com/artist/2BTZIqw0ntH9MvilQ3ewNY,"['https://i.scdn.co/image/ab6761610000e5eb72f5bad471601240967563d6', 'https://i.scdn.co/image/ab6761610000517472f5bad471601240967563d6', 'https://i.scdn.co/image/ab6761610000f17872f5bad471601240967563d6']",[]
The Clash,0,2831481,72,"['alternative rock', 'permanent wave', 'punk', 'rock']",3RGLhK1IP9jnYFH4BRFJBS,https://open.spotify.com/artist/3RGLhK1IP9jnYFH4BRFJBS,"['https://i.scdn.co/image/ab470b275daa38351810a1eb91d107ebdb821302', 'https://i.scdn.co/image/9061b7dad3306249408403d72a410a62c26e794c', 'https://i.scdn.co/image/4befb6b7cf4c3d6b7fda1f71b717203d90adf897', 'https://i.scdn.co/image/7575ab17620ee9b273885bd35980a020cf4d38f9']",[]
Tinashe,0,2831229,74,"['alternative r&b', 'dance pop', 'metropopolis', 'pop', 'r&b']",0NIIxcxNHmOoyBx03SfTCD,https://open.spotify.com/artist/0NIIxcxNHmOoyBx03SfTCD,"['https://i.scdn.co/image/ab6761610000e5eba669f860c74c9007934d2cb6', 'https://i.scdn.co/image/ab67616100005174a669f860c74c9007934d2cb6', 'https://i.scdn.co/image/ab6761610000f178a669f860c74c9007934d2cb6']",[]
Outkast,0,2827536,76,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",1G9G7WwrXka3Z1r7aIDjI7,https://open.spotify.com/artist/1G9G7WwrXka3Z1r7aIDjI7,"['https://i.scdn.co/image/ab6761610000e5eb0cb3f95b9f8f7337e135a925', 'https://i.scdn.co/image/ab676161000051740cb3f95b9f8f7337e135a925', 'https://i.scdn.co/image/ab6761610000f1780cb3f95b9f8f7337e135a925']",[]
Busta Rhymes,0,2826617,72,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",1YfEcTuGvBQ8xSD1f53UnK,https://open.spotify.com/artist/1YfEcTuGvBQ8xSD1f53UnK,"['https://i.scdn.co/image/ab6761610000e5eb7b31aba081ef084510cde4e3', 'https://i.scdn.co/image/ab676161000051747b31aba081ef084510cde4e3', 'https://i.scdn.co/image/ab6761610000f1787b31aba081ef084510cde4e3']",[]
Flow G,0,2823243,72,"['opm', 'pinoy hip hop', 'pinoy r&b', 'tagalog rap']",3PDFGpPl4ienSn5Vwisfrh,https://open.spotify.com/artist/3PDFGpPl4ienSn5Vwisfrh,"['https://i.scdn.co/image/ab6761610000e5ebc3509b8472d6f4141b96fff9', 'https://i.scdn.co/image/ab67616100005174c3509b8472d6f4141b96fff9', 'https://i.scdn.co/image/ab6761610000f178c3509b8472d6f4141b96fff9']",[]
Wallows,0,2821865,73,['pov: indie'],0NIPkIjTV8mB795yEIiPYL,https://open.spotify.com/artist/0NIPkIjTV8mB795yEIiPYL,"['https://i.scdn.co/image/ab6761610000e5ebc83bf2d64390a022f70674e1', 'https://i.scdn.co/image/ab67616100005174c83bf2d64390a022f70674e1', 'https://i.scdn.co/image/ab6761610000f178c83bf2d64390a022f70674e1']",[]
Chino & Nacho,0,2818470,65,"['electro latino', 'latin hip hop', 'latin pop', 'urbano latino']",5NS0854TqZQVoRmJKSWtFZ,https://open.spotify.com/artist/5NS0854TqZQVoRmJKSWtFZ,"['https://i.scdn.co/image/ab6761610000e5ebcd07df3b3284d11536a1b00b', 'https://i.scdn.co/image/ab67616100005174cd07df3b3284d11536a1b00b', 'https://i.scdn.co/image/ab6761610000f178cd07df3b3284d11536a1b00b']",[]
