name,unreleased_playlists_count,followers,popularity,genres,id,spotify_url,images,unreleased_playlists_ids
Juice WRLD,92,35472146,88,"['chicago rap', 'melodic rap', 'rap']",4MCBfE4596Uoi2O4DtmEMz,https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz,"['https://i.scdn.co/image/ab6761610000e5eb1908e1a8b79abf71d5598944', 'https://i.scdn.co/image/ab676161000051741908e1a8b79abf71d5598944', 'https://i.scdn.co/image/ab6761610000f1781908e1a8b79abf71d5598944']","['3SiKwikJMZdvdpPF8ukOAG', '3XpC82tO82S2rcZvV49v07', '2sjmlS9GS6tgVvbhu5Ea8g', '10OVlzzCf6Rm17nHwoJ08d', '6eIbB64s0mxiTedToiR01W', '0NnfSpHZYqmxfaXnTixhVn', '3Utqddz89cNTwaNY2ZNJnK', '71LtiMK663st0s9GxG4IFk', '6bDsjnQfvLLp2kAC92JS23', '50a3pJsX71LqEpjJzHG99X', '2tCGKXWHTwz9GS0JZCDAFw', '6wCWBXEgfNnHN5eAOLLQ1L', '1YryBB5Ilrot2jLWvFaDKa', '24fy552Urs3ccy9Y0MgOS1', '1ovI1Db3mxvtmfYLs0Cij5', '31l7Ei4Mzk3TEwjrCUqLyl', '4jnWwCivDnYLGKfz8ur6ug', '6AV2yV4cucXU6ToujWkVVq', '5BKV0nOfQ1RNFeIACLcSOp', '0UxujCRD0ACtRLhRIJ9i1q', '3xBGQ8Lpv8dF0Bvay5ku0m', '08Mdt8cyDA1R1WH073y6lN', '20aVnE9Q4F0sEADYHFQJJC', '2Zn4bL13z17ofgjfGOJdwf', '6PnrOz7kcOsSshqcwhb0De', '5zyIqWTdMfSaSe6XPZAjmd', '5zyJ4gttvL5jPmBwUtEI2G', '2Gpd7lRAhSYz5ETUYa5oiA', '0HNhDMaBrGphO8Xf7deg7r', '4kAnStUlSZ0mw517wAESCE', '7dyCYgFbr5JfeT6e7eMJB3', '4f6gZjMJqKzAs1WM4K1drd', '6QXlDIfc9kHQ3ewY3WqBqX', '7nwc18qVNXK9KGofsiF7Wr', '2CrJkwY7AH0NwRM9MI4XDo', '158eG5WlbnKZjPc08Eitwl', '5jdcIzjswBrc0h5u4IRAaV', '5CdnisQHhV96szGTdUPZFK', '7BgV6sV1neauZSc40wU3xv', '6ZnfeN2ZEHWcoAqK5MOHmV', '79srawVAwDhKhGKWJe14dO', '1GjvuDSQs8gUKyr38MvEKF', '46Wco66d7DI2lKF2eNRA1S', '4DrDxgvolPImzfKjBIYXyR', '1S64x4Es2zWYsRla8yJ2Wt', '3mBeuAxWciD9HG16Yt3wZt', '0AixRDC4KhCO99BfOx8P7i', '4FsejWswzU5zoYEMgtpCMn', '68q42EqJs5SVLM7rJXhWPX', '0uFxGJGACG61siPODkrXng', '6tG0Kfc13OwfKQzO0VJ5u8', '7AFnjFMtkQkj9JUIYF21XU', '5D0Vj9TTxZiCPAs9Ujqyyk', '6jch3o4at6yLw0ACXNeSli', '2hoZHImY0LM1FeLZCw5T1q', '39FqZejqhfrPxKCdKYanZx', '1R8Q6T5rUl0yAT0NWtkWlJ', '2E7oaC9laX1NpwZOSv5A7k', '5bOeDUYcXtLmZ06B3PDBC9', '6mKK94dVoLdsmJEgKxCnGp', '7yoSRZdCd5YjsokJ7BvGrp', '1qdbRtIkbFcCxu7UeBw7DW', '5d6vRttAaJJVm5xA8DeQMc', '79n69M1SojhuzUKljz1aVL', '1DQrYt4wTOGNMH7NgB5XCZ', '63qzRYugEwLba7s2xr5FoH', '1CdiXCiDeXoATtw829BNVg', '4CRkspwPv7lxqY8UCiCuJr', '3OtarMjLYxMfK4mNH5VBwi', '2hHv4GTbsWcjNrfz4Ewb1G', '42bPns5tJFoOoXq21BYySZ', '3nu3Ns3yWYAOfHrPHUBoDX', '0OMVtB2JYKX5jacnCZhaOp', '4f7rmSVvYzjRdZTk7yGhY0', '29KqYVUzLjxKyRRu8IR7f4', '4xoJ4JkgAF9AM12idc29zD', '2gCJOMKt2c7JGlu89r5lUh', '6UXZFXAKJqxAeAaoMIvPb1', '2zISpT5e2C0JUUh8pUKRZJ', '2RUCGIXNF6JdGGHDjbfXNq', '3R3SMViKeV4TG73gKaDR52', '4jIcb3Zw7jge7qnUGiAgVi', '5T5wj1Dufq4aC6TfwsPTCf', '0kpGf1yoqWwKEJmeUfIBD9', '1jJhyu607FKp2jOlgcPYEv', '1nt4POKWkxYUUOnx5J37HI']"
Daddy Yankee,0,35053590,87,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",4VMYDCV2IEDYJArk749S6m,https://open.spotify.com/artist/4VMYDCV2IEDYJArk749S6m,"['https://i.scdn.co/image/ab6761610000e5ebaa534de724c7a565c07bb3f5', 'https://i.scdn.co/image/ab67616100005174aa534de724c7a565c07bb3f5', 'https://i.scdn.co/image/ab6761610000f178aa534de724c7a565c07bb3f5']",[]
Shakira,0,34679139,87,"['colombian pop', 'dance pop', 'latin pop', 'pop']",0EmeFodog0BfCgMzAIvKQp,https://open.spotify.com/artist/0EmeFodog0BfCgMzAIvKQp,"['https://i.scdn.co/image/ab6761610000e5eb4bcac4597bf9cc38d0a9f92a', 'https://i.scdn.co/image/ab676161000051744bcac4597bf9cc38d0a9f92a', 'https://i.scdn.co/image/ab6761610000f1784bcac4597bf9cc38d0a9f92a']",[]
Maluma,0,34606511,86,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",1r4hJ1h58CWwUQe3MxPuau,https://open.spotify.com/artist/1r4hJ1h58CWwUQe3MxPuau,"['https://i.scdn.co/image/ab6761610000e5eb912d3ab996f98aa30d3a05d0', 'https://i.scdn.co/image/ab67616100005174912d3ab996f98aa30d3a05d0', 'https://i.scdn.co/image/ab6761610000f178912d3ab996f98aa30d3a05d0']",[]
Katy Perry,1,34517640,87,['pop'],6jJ0s89eD6GaHleKKya26X,https://open.spotify.com/artist/6jJ0s89eD6GaHleKKya26X,"['https://i.scdn.co/image/ab6761610000e5eb5e5f676a99a81dba06cc3db6', 'https://i.scdn.co/image/ab676161000051745e5f676a99a81dba06cc3db6', 'https://i.scdn.co/image/ab6761610000f1785e5f676a99a81dba06cc3db6']",['0LgFfy2doLFU8QcxzI37fb']
Marshmello,0,33812791,84,"['brostep', 'edm', 'pop', 'progressive electro house']",64KEffDW9EtZ1y2vBYgq8T,https://open.spotify.com/artist/64KEffDW9EtZ1y2vBYgq8T,"['https://i.scdn.co/image/ab6761610000e5eb69b18a96278c204074a6f265', 'https://i.scdn.co/image/ab6761610000517469b18a96278c204074a6f265', 'https://i.scdn.co/image/ab6761610000f17869b18a96278c204074a6f265']",[]
Camila Cabello,3,33812131,82,"['dance pop', 'pop']",4nDoRrQiYLoBzwC5BhVJzF,https://open.spotify.com/artist/4nDoRrQiYLoBzwC5BhVJzF,"['https://i.scdn.co/image/ab6761610000e5eb76470faf6330235edbcb90a9', 'https://i.scdn.co/image/ab6761610000517476470faf6330235edbcb90a9', 'https://i.scdn.co/image/ab6761610000f17876470faf6330235edbcb90a9']","['4IcUAGyTrJRYMwHbeZDDxe', '4XGLfRBWFFa5fkoEzitsQH', '2a1q4Roxw67xGxUSJYA0Cs']"
Travis Scott,24,33240522,94,"['rap', 'slap house']",0Y5tJX1MQlPlqiwlOH1tJY,https://open.spotify.com/artist/0Y5tJX1MQlPlqiwlOH1tJY,"['https://i.scdn.co/image/ab6761610000e5eb19c2790744c792d05570bb71', 'https://i.scdn.co/image/ab6761610000517419c2790744c792d05570bb71', 'https://i.scdn.co/image/ab6761610000f17819c2790744c792d05570bb71']","['0ZcZB12vPk5AuW4cGYYqKi', '1nRfq3Aii4RwIpQCHcsmlf', '3Ey5oQ6fD60DoEzCZSlL0X', '50HUmvlG6xjVQqypi20WZ9', '2G9WPRcqCBEI4TQzyJSrPO', '1ookhQk5TcOHojnKGkYjD4', '1eruyOIkhzGYDxcOYRYgNN', '6hY6P5L9GRsFpl3Z0za7E5', '2L8VWXCey7FW3FjlvG6tI7', '16ue0TtaD8pd8cUFIhOt04', '5FSkHTpStuLMv1WfemrVUg', '3MZWlUI1XCxAkM6ARRmml7', '0iONxcndTY1oNoMThf3jUZ', '6rgEDSda9eFRp3QwcjH3Ng', '22gvmmjUbKx3E8fNF9rTHu', '7H5kIv12ZqboTVYsGIzlOn', '1Wp27w8XPD2WdBHzyY56Uv', '6gpRe8hqcORuQCIbaNuDLG', '2ZRY1gQ5f2GLn43O1gxfud', '4FXamZb4HKrHPoluH5o9fT', '71DMCnbpI3yajkm75uq9l6', '3B7RSgeafVT3Jk4PwamsZm', '1aKd5ObCHlfy27tWzRT2Nb', '1MHcjI9MONRQmWoT5f6YRt']"
Kendrick Lamar,13,33130351,92,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",2YZyLoL8N0Wb9xBt1NhZWg,https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,"['https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022', 'https://i.scdn.co/image/ab67616100005174437b9e2a82505b3d93ff1022', 'https://i.scdn.co/image/ab6761610000f178437b9e2a82505b3d93ff1022']","['1k3HI5WLKVSyF0jdoRdo3C', '4xgtM0QRC2P9NNF5izcV7F', '22n8qbXqOXJtCGtXEvG4SQ', '7orhzn44gm8IzgdkxZmcrd', '0f5UQ98NCHglSUnXCVOd7F', '2uHeLG5ajtfGw2fn5V2Nwi', '3BRQsoYfNoCiUdq7cHEU9s', '0xSiUAvDukAjG0U1faNQNy', '34wSemi8TwYFsSnXCVFzG0', '3sX5ypH76COR4Yg9BHihUA', '6BU3PmCWFps5lBqd0U58vm', '2kuqHH6uiGOxFuHk8v2l8G', '0klAjgxNKrFc5go1GlZkZ5']"
Harry Styles,41,32894715,84,['pop'],6KImCVD70vtIoJWnq6nGn3,https://open.spotify.com/artist/6KImCVD70vtIoJWnq6nGn3,"['https://i.scdn.co/image/ab6761610000e5ebf7db7c8ede90a019c54590bb', 'https://i.scdn.co/image/ab67616100005174f7db7c8ede90a019c54590bb', 'https://i.scdn.co/image/ab6761610000f178f7db7c8ede90a019c54590bb']","['1sp9yujs4k77d9yRtN8dRQ', '4qPL8gUoAqDMvqQNeqpvLq', '6eZpB09lhSSbic6UA5Zokq', '75agvM5YdeM72y4e6kTWUD', '7qTnajWDrFxf5eSESjyAkv', '1bjN4UHY1cMwUFkTxiOdIK', '7aYw7rXzOBpZv9LtMI0fol', '7k3hUVxufou0a5nYs8QQfZ', '2MtWrlhYHYYRCxt7h5edld', '45NquBrVpt9ozuOaYJUuu0', '6TAhfXZ6RL9q0l24LJnJ4v', '3NxsuAu7eq1KAIYTnhTcLD', '3L5XETIYPCBPQd0Hi8XSUw', '7t9g3zZ9oFM2q7EYUeLZPp', '3tF03VTHMxASdccZEaIgAD', '2MJ8jIb921eIemSZTpajTG', '7nkuQ0Kc3WnaEatm9b66DI', '2dvCIEgv2NoCGsJgjrwkMA', '09GaL77woyWji3rOZuwmKw', '2BkwObedBq3qdjiMvJktQu', '2Gr17YlKOQCUku9B2weSE3', '24HdVU9xcRnpiiu1SOpiwq', '3l8YmjPfUy4WyOu9UYipMH', '4gp334zQIWSEINOVsaDTVm', '3mZNyQ12MNXxsgPJ6Ea28e', '5HSLoSl5cXZyeRyYekt3zG', '3iQETT0867n6qurlFL5kOI', '3fogMNUChLu7B46NT3l4DO', '4KmhmhcISmSyvvovw7OSjm', '6YTqTBjDoEtdX8utHtPsIk', '1PHGwc18vLyMGzhgMDhvQr', '0Vm1hEgbvyRndcH6qHplF0', '0WKwFCVPcR9fzcAMbLKniG', '303XcGagPtHeJ9IjtVEb5D', '1x0z3l2sOofl6jNOp622PO', '6koX8aALSI7CJvSStJBk8q', '4EZ5ZhVuq7iarTIJJqx1On', '35aHh6cbq9scn2vszMIw0v', '1pLl338SyIemehp8vfLD09', '4JpcE172EtrIgWY7ofQV3l', '118etC2wE5FwdLeLDccTQl']"
Michael Jackson,15,32611876,84,"['r&b', 'soul']",3fMbdgg4jU18AjLCKBhRSm,https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm,"['https://i.scdn.co/image/ab6761610000e5eb997cc9a4aec335d46c9481fd', 'https://i.scdn.co/image/ab67616100005174997cc9a4aec335d46c9481fd', 'https://i.scdn.co/image/ab6761610000f178997cc9a4aec335d46c9481fd']","['08lC6hpbnEnfnY29ybdS0q', '7M21dcBwZF800MMhQYeSJV', '4q8L3ftRDdqvKjakESaDwg', '6NhdKchrxrIsBv5quzlDv2', '7GkLlZ8qUfL2OJ1sMytpyL', '0tfxnTwv5M9OIlVNc7r8jv', '2cFjcjRfgflFrmnnjwFQiM', '1zdswArtlaOc5FNdeykJwO', '0WSf1slcRInBQV3qKlslRp', '0heyLT0Malt898WVte67ke', '68TEKs4GyyiKmXnP7XdQTU', '7IiurX2JfWJ1WWPu7heYV9', '5z3VeHBHzBKzTBoHSVWP99', '00N0YncfoilqIJmyRRKhVe', '1obcy1z0kg6USXLjGxNrCg']"
Anirudh Ravichander,0,32509939,85,"['desi hip hop', 'filmi', 'tamil hip hop']",4zCH9qm4R2DADamUHMCa6O,https://open.spotify.com/artist/4zCH9qm4R2DADamUHMCa6O,"['https://i.scdn.co/image/ab6761610000e5eb0f0be2054fe9594026a6b843', 'https://i.scdn.co/image/ab676161000051740f0be2054fe9594026a6b843', 'https://i.scdn.co/image/ab6761610000f1780f0be2054fe9594026a6b843']",[]
Nicki Minaj,3,32389477,86,"['hip pop', 'pop', 'queens hip hop', 'rap']",0hCNtLu0JehylgoiP8L4Gh,https://open.spotify.com/artist/0hCNtLu0JehylgoiP8L4Gh,"['https://i.scdn.co/image/ab6761610000e5eb07a50f0a9a8f11e5a1102cbd', 'https://i.scdn.co/image/ab6761610000517407a50f0a9a8f11e5a1102cbd', 'https://i.scdn.co/image/ab6761610000f17807a50f0a9a8f11e5a1102cbd']","['3SSOxtrwhByuA0Y2TeiAFk', '75AUpUQiztRL8lGvK1xr3n', '1rIAgfhYxLT2D3VTmxB5IF']"
Guns N' Roses,0,31827313,81,"['glam metal', 'hard rock', 'rock']",3qm84nBOXUEQ2vnTfUTTFC,https://open.spotify.com/artist/3qm84nBOXUEQ2vnTfUTTFC,"['https://i.scdn.co/image/ab6761610000e5eb50defaf9fc059a1efc541f4c', 'https://i.scdn.co/image/ab6761610000517450defaf9fc059a1efc541f4c', 'https://i.scdn.co/image/ab6761610000f17850defaf9fc059a1efc541f4c']",[]
Lady Gaga,4,31764114,91,"['art pop', 'dance pop', 'pop']",1HY2Jd0NmPuamShAr6KMms,https://open.spotify.com/artist/1HY2Jd0NmPuamShAr6KMms,"['https://i.scdn.co/image/ab6761610000e5eb60f57316669a4ba12eb37b94', 'https://i.scdn.co/image/ab6761610000517460f57316669a4ba12eb37b94', 'https://i.scdn.co/image/ab6761610000f17860f57316669a4ba12eb37b94']","['27IImUHmqDZLTyYmwSc4SZ', '6S2BHvDFElTOZ8JwHhWLuB', '5T5ZK5ogcP2gNCms46Phad', '3SNyRFVmUvTT8m9fFZMour']"
Doja Cat,9,31392091,86,"['dance pop', 'pop']",5cj0lLjcoR7YOSnhnX0Po5,https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5,"['https://i.scdn.co/image/ab6761610000e5ebe94f88ff74ae4ddcab961f97', 'https://i.scdn.co/image/ab67616100005174e94f88ff74ae4ddcab961f97', 'https://i.scdn.co/image/ab6761610000f178e94f88ff74ae4ddcab961f97']","['00824M8840Hcub1BeYN3BO', '6EZs488mSi2ztM9xK9Jks0', '3UzgLNE1acTmHs4zxW1V85', '10SitH5sn17teb3bSAPLYd', '0xP9GLmDbKtgrhonbVjmRo', '5Hg3yENS4i32VyFISTAcW6', '0pZTtiI25GO7QNej3jB33f', '4jRabvWPWYRCxATWZKUVyC', '1bM9NuoHzySlBm61ga2yb7']"
AC/DC,0,29455567,83,"['australian rock', 'hard rock', 'rock']",711MCceyCBcFnzjGY4Q7Un,https://open.spotify.com/artist/711MCceyCBcFnzjGY4Q7Un,"['https://i.scdn.co/image/ab6761610000e5ebc4c77549095c86acb4e77b37', 'https://i.scdn.co/image/ab67616100005174c4c77549095c86acb4e77b37', 'https://i.scdn.co/image/ab6761610000f178c4c77549095c86acb4e77b37']",[]
Sia,1,28620895,85,['pop'],5WUlDfRSoLAfcVSX1WnrxN,https://open.spotify.com/artist/5WUlDfRSoLAfcVSX1WnrxN,"['https://i.scdn.co/image/ab6761610000e5eb7c997fe6951bc0926f09ba38', 'https://i.scdn.co/image/ab676161000051747c997fe6951bc0926f09ba38', 'https://i.scdn.co/image/ab6761610000f1787c997fe6951bc0926f09ba38']",['37i9dQZF1E8OvsLTAIhoH7']
Metallica,0,28504336,84,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",2ye2Wgw4gimLv2eAKyk1NB,https://open.spotify.com/artist/2ye2Wgw4gimLv2eAKyk1NB,"['https://i.scdn.co/image/ab6761610000e5eb69ca98dd3083f1082d740e44', 'https://i.scdn.co/image/ab6761610000517469ca98dd3083f1082d740e44', 'https://i.scdn.co/image/ab6761610000f17869ca98dd3083f1082d740e44']",[]
The Beatles,3,28432857,86,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",3WrFJ7ztbogyGnTHbHJFl2,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,"['https://i.scdn.co/image/ab6761610000e5ebe9348cc01ff5d55971b22433', 'https://i.scdn.co/image/ab67616100005174e9348cc01ff5d55971b22433', 'https://i.scdn.co/image/ab6761610000f178e9348cc01ff5d55971b22433']","['22fzcePYSDuehBSD2XjU2R', '3zMZbXWwNDKvnLOC6xvoUe', '6IgKY6WLaTRM4GXzwUT6Ur']"
Kanye West,11,27285904,93,"['chicago rap', 'hip hop', 'rap']",5K4W6rqBFWDnAN6FQUkS6x,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x,"['https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a', 'https://i.scdn.co/image/ab676161000051746e835a500e791bf9c27a422a', 'https://i.scdn.co/image/ab6761610000f1786e835a500e791bf9c27a422a']","['7JXwTphTy5Y558NjFv8hzm', '2ccHau9eJANqmQ2j3g9iS5', '5tvYsgVv98xQYvOCfNa3MH', '0BaSJ8qtXLlPHuPSC6yH6v', '0jC6Lasw8fsvsMHGfNjEBg', '75n9nSDP18XgN9vDLrBLYO', '42ZiMaG3a8aC6rFnz0IlQY', '3SWEcJZgIY2RSRYHigrZ6G', '6SPMfmQD7cQOjVhVrhu7o7', '6cghRorYa634A0nwSkhMQI', '3nW72mp7HWioWORozvNUBb']"
Atif Aslam,0,27203276,79,"['classic pakistani pop', 'filmi', 'modern bollywood', 'sufi']",2oSONSC9zQ4UonDKnLqksx,https://open.spotify.com/artist/2oSONSC9zQ4UonDKnLqksx,"['https://i.scdn.co/image/ab6761610000e5ebc40600e02356cc86f0debe84', 'https://i.scdn.co/image/ab67616100005174c40600e02356cc86f0debe84', 'https://i.scdn.co/image/ab6761610000f178c40600e02356cc86f0debe84']",[]
Badshah,0,27172367,77,"['desi hip hop', 'desi trap', 'filmi', 'modern bollywood']",0y59o4v8uw5crbN9M3JiL1,https://open.spotify.com/artist/0y59o4v8uw5crbN9M3JiL1,"['https://i.scdn.co/image/ab6761610000e5ebeddbb664c4723f268a60d8c1', 'https://i.scdn.co/image/ab67616100005174eddbb664c4723f268a60d8c1', 'https://i.scdn.co/image/ab6761610000f178eddbb664c4723f268a60d8c1']",[]
Linkin Park,8,26933544,92,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",6XyY86QOPPrYVGvF9ch6wz,https://open.spotify.com/artist/6XyY86QOPPrYVGvF9ch6wz,"['https://i.scdn.co/image/ab6761610000e5ebb879fb76928dc28e9ecc7c2f', 'https://i.scdn.co/image/ab67616100005174b879fb76928dc28e9ecc7c2f', 'https://i.scdn.co/image/ab6761610000f178b879fb76928dc28e9ecc7c2f']","['5TQgLzIIvst8KZCI0wiEBN', '4dH0R5A0ytoRvdmLGLrMRB', '2MnwJjSy9Bq2StXNuoIwSg', '0990VZsSmUiYiQbqs2hR46', '6O4oCFs3J81pONpwzzZplH', '06JwxHaW3pWh1VgyRThm4H', '4XAtWwetU3lLmpX71jkeGm', '0H39ShR3WcWQgSy7Turge9']"
Demi Lovato,0,26707304,78,"['pop', 'post-teen pop']",6S2OmqARrzebs0tKUEyXyp,https://open.spotify.com/artist/6S2OmqARrzebs0tKUEyXyp,"['https://i.scdn.co/image/ab6761610000e5ebe106fea940fcf250f8dd5bfe', 'https://i.scdn.co/image/ab67616100005174e106fea940fcf250f8dd5bfe', 'https://i.scdn.co/image/ab6761610000f178e106fea940fcf250f8dd5bfe']",[]
Arctic Monkeys,7,26668919,87,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",7Ln80lUS6He07XvHI8qqHH,https://open.spotify.com/artist/7Ln80lUS6He07XvHI8qqHH,"['https://i.scdn.co/image/ab6761610000e5eb7da39dea0a72f581535fb11f', 'https://i.scdn.co/image/ab676161000051747da39dea0a72f581535fb11f', 'https://i.scdn.co/image/ab6761610000f1787da39dea0a72f581535fb11f']","['6mANJo6ZJKDzrqPj6csffj', '0dFvxZHNq1bu7D1P2LVOT2', '03XZB1xaUlrbMIx6exg5eb', '6vDp5DQHRBfdwUcKxz6GTP', '1WZOwICW0kYEm1Eom1Tmib', '0qxwjcXyxns24g4GW4K1SQ', '6h44qMjpTk52PFtMSpP6HN']"
David Guetta,0,26231986,90,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",1Cs0zKBU1kc0i8ypK3B9ai,https://open.spotify.com/artist/1Cs0zKBU1kc0i8ypK3B9ai,"['https://i.scdn.co/image/ab6761610000e5ebf150017ca69c8793503c2d4f', 'https://i.scdn.co/image/ab67616100005174f150017ca69c8793503c2d4f', 'https://i.scdn.co/image/ab6761610000f178f150017ca69c8793503c2d4f']",[]
Miley Cyrus,2,24776255,84,['pop'],5YGY8feqx7naU7z4HrwZM6,https://open.spotify.com/artist/5YGY8feqx7naU7z4HrwZM6,"['https://i.scdn.co/image/ab6761610000e5ebb4ba86c361191d48cbeb4b32', 'https://i.scdn.co/image/ab67616100005174b4ba86c361191d48cbeb4b32', 'https://i.scdn.co/image/ab6761610000f178b4ba86c361191d48cbeb4b32']","['10Q8CjnepIZ4WZemKdlbGX', '5EzIZlpmf3drcK5TAQluVa']"
Twenty One Pilots,4,24695902,83,"['modern rock', 'pop', 'pov: indie', 'rock']",3YQKmKGau1PzlVlkL1iodx,https://open.spotify.com/artist/3YQKmKGau1PzlVlkL1iodx,"['https://i.scdn.co/image/ab6761610000e5eb274df4dfcb960867eccedfb5', 'https://i.scdn.co/image/ab67616100005174274df4dfcb960867eccedfb5', 'https://i.scdn.co/image/ab6761610000f178274df4dfcb960867eccedfb5']","['1V6J06ezph9KZ4bJ2Ygo52', '5hYe8qzJOFgGw8VkL11B4h', '1BlNvV1OdiWBlvJj58b2Gj', '4lqteixLbK1eBWvwEzHOSp']"
J. Cole,0,24569406,86,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",6l3HvQ5sa6mXTsMTB19rO5,https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5,"['https://i.scdn.co/image/ab6761610000e5eb4b053c29fd4b317ff825f0dc', 'https://i.scdn.co/image/ab676161000051744b053c29fd4b317ff825f0dc', 'https://i.scdn.co/image/ab6761610000f1784b053c29fd4b317ff825f0dc']",[]
Cardi B,0,24472358,80,"['pop', 'rap']",4kYSro6naA4h99UJvo89HB,https://open.spotify.com/artist/4kYSro6naA4h99UJvo89HB,"['https://i.scdn.co/image/ab6761610000e5eb4e8a7e14e2f602eb9af24e31', 'https://i.scdn.co/image/ab676161000051744e8a7e14e2f602eb9af24e31', 'https://i.scdn.co/image/ab6761610000f1784e8a7e14e2f602eb9af24e31']",[]
Sam Smith,0,24291709,84,"['pop', 'uk pop']",2wY79sveU1sp5g7SokKOiI,https://open.spotify.com/artist/2wY79sveU1sp5g7SokKOiI,"['https://i.scdn.co/image/ab6761610000e5ebf057d1dce23e7f4d5d0f32e5', 'https://i.scdn.co/image/ab67616100005174f057d1dce23e7f4d5d0f32e5', 'https://i.scdn.co/image/ab6761610000f178f057d1dce23e7f4d5d0f32e5']",[]
Paulo Londra,0,23822659,78,"['argentine hip hop', 'trap argentino', 'trap latino', 'urbano latino']",3vQ0GE3mI0dAaxIMYe5g7z,https://open.spotify.com/artist/3vQ0GE3mI0dAaxIMYe5g7z,"['https://i.scdn.co/image/ab6761610000e5eb30f2a21119532004bccbe570', 'https://i.scdn.co/image/ab6761610000517430f2a21119532004bccbe570', 'https://i.scdn.co/image/ab6761610000f17830f2a21119532004bccbe570']",[]
Diljit Dosanjh,0,23719112,79,"['filmi', 'modern bollywood', 'punjabi pop']",2FKWNmZWDBZR4dE5KX4plR,https://open.spotify.com/artist/2FKWNmZWDBZR4dE5KX4plR,"['https://i.scdn.co/image/ab6761610000e5ebfc043bea91ac91c222d235c9', 'https://i.scdn.co/image/ab67616100005174fc043bea91ac91c222d235c9', 'https://i.scdn.co/image/ab6761610000f178fc043bea91ac91c222d235c9']",[]
Rauw Alejandro,0,23607650,90,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",1mcTU81TzQhprhouKaTkpq,https://open.spotify.com/artist/1mcTU81TzQhprhouKaTkpq,"['https://i.scdn.co/image/ab6761610000e5eba0881fe672e4e39f9ec0a9e0', 'https://i.scdn.co/image/ab67616100005174a0881fe672e4e39f9ec0a9e0', 'https://i.scdn.co/image/ab6761610000f178a0881fe672e4e39f9ec0a9e0']",[]
Chris Brown,13,23445150,88,"['r&b', 'rap']",7bXgB6jMjp9ATFy66eO08Z,https://open.spotify.com/artist/7bXgB6jMjp9ATFy66eO08Z,"['https://i.scdn.co/image/ab6761610000e5eba48397e590a1c70e2cda7728', 'https://i.scdn.co/image/ab67616100005174a48397e590a1c70e2cda7728', 'https://i.scdn.co/image/ab6761610000f178a48397e590a1c70e2cda7728']","['1Ya5j2MAkuzDX108BochGt', '0v1r9JXS4fjmsSM6p1MD77', '7I7uMxIjuXDo5uSY834lle', '4682ggY5g5iDQPvYv0mA6u', '3lzr2FrKFVZfAM3aRCNHPS', '0ZosRPo508miJViVKNxTNM', '6wDAGKgMFtiUWepEXGA8XW', '1jymEzf7inwAgoY012g2fu', '5Lp7fC2AellCllO682LHte', '7aNtIXpfu7uOf7F8DrqNrC', '5mJ6DQRiwXCLeA3HG6Ge8b', '7EhFsq4ThdJ0dcPzPPmDKh', '3esRR9FykwrT1yVK3FssY0']"
SZA,9,23334595,90,"['pop', 'r&b', 'rap']",7tYKF4w9nC0nq9CsPZTHyP,https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP,"['https://i.scdn.co/image/ab6761610000e5eb0895066d172e1f51f520bc65', 'https://i.scdn.co/image/ab676161000051740895066d172e1f51f520bc65', 'https://i.scdn.co/image/ab6761610000f1780895066d172e1f51f520bc65']","['1fbFJdnnbAo7pkauWp40Wg', '0QiddgZL4ErFSfkR1cMmIz', '35RR8NUgqUCP3c13u6LTXv', '2te0NcnikNU28xwbxvCGTC', '5zyWdBcPSwfdxWy1r2fo2M', '3hMpK5Gbg3yqFXqOJFzxHe', '0FFxbJZjxD0DHtf6jaouUW', '1tf0IbrLtTLAcDmOLRzW5n', '1UmdDQ05rHk6pqgfFsZ93f']"
